"","location_id","year","sitc_eci","hs_eci","growth_proj","sitc_eci_rank","hs_eci_rank","code"
"1",2,1995,-2.00122332572937,-2.14836716651917,NA,"127",217,"AGO"
"2",2,1996,-2.12086701393127,-2.14446091651917,NA,"129",215,"AGO"
"3",2,1997,-1.80033040046692,-1.42486989498138,NA,"127",204,"AGO"
"4",2,1998,-1.75673818588257,-1.6502286195755,NA,"127",206,"AGO"
"5",2,1999,-1.70336961746216,-1.38456439971924,NA,"124",202,"AGO"
"6",2,2000,-1.85762584209442,-1.91265869140625,NA,"131",227,"AGO"
"7",2,2001,-2.14086222648621,-1.44094848632812,NA,"132",219,"AGO"
"8",2,2002,-1.59753668308258,-1.86859261989594,NA,"130",229,"AGO"
"9",2,2003,-1.88418936729431,-1.9302693605423,NA,"132",228,"AGO"
"10",2,2004,-0.872460424900055,-0.937311708927155,4.46,"105",188,"AGO"
"11",2,2005,-1.92044258117676,-1.60964059829712,2.98,"131",223,"AGO"
"12",2,2006,-2.08297848701477,-2.04957866668701,2.89,"133",230,"AGO"
"13",2,2007,-2.02681303024292,-1.65046167373657,2.74,"133",224,"AGO"
"14",2,2008,-1.87318909168243,-2.15611457824707,2.77,"132",229,"AGO"
"15",2,2009,-1.44058907032013,-0.821761727333069,2.74,"127",186,"AGO"
"16",2,2010,-1.71240103244781,-1.21784210205078,2.56,"130",213,"AGO"
"17",2,2011,-1.488694190979,-1.12071895599365,2.82,"126",210,"AGO"
"18",2,2012,-1.33189857006073,-1.29804635047913,2.81,"121",218,"AGO"
"19",2,2013,-1.14338171482086,-1.02855503559113,3.3,"117",199,"AGO"
"20",2,2014,-1.43101918697357,-1.66586196422577,2.39,"125",228,"AGO"
"21",2,2015,-1.38342845439911,-1.64019525051117,5.14,"125",225,"AGO"
"22",2,2016,-1.36806011199951,-1.27383291721344,3.66,"125",213,"AGO"
"23",2,2017,-1.82203650474548,-1.66902852058411,3.28,"132",227,"AGO"
"24",4,1995,-0.560129582881927,-0.417942374944687,NA,"88",147,"ALB"
"25",4,1996,-0.389979064464569,-0.282615482807159,NA,"79",132,"ALB"
"26",4,1997,-0.364674746990204,-0.294791877269745,NA,"78",126,"ALB"
"27",4,1998,-0.346785038709641,-0.312851697206497,NA,"80",131,"ALB"
"28",4,1999,-0.269458055496216,-0.178164795041084,NA,"71",120,"ALB"
"29",4,2000,-0.129702135920525,-0.0513795800507069,NA,"70",119,"ALB"
"30",4,2001,-0.199870109558105,-0.0722705721855164,NA,"73",126,"ALB"
"31",4,2002,-0.0571106448769569,-0.0697257667779922,NA,"65",128,"ALB"
"32",4,2003,-0.136868804693222,-0.0718253180384636,NA,"71",123,"ALB"
"33",4,2004,-0.181274443864822,-0.107215330004692,2.92,"72",126,"ALB"
"34",4,2005,-0.357544660568237,-0.131712049245834,2.53,"79",131,"ALB"
"35",4,2006,-0.352527797222137,-0.299534499645233,2.25,"81",150,"ALB"
"36",4,2007,-0.321764558553696,-0.207430794835091,2.53,"74",137,"ALB"
"37",4,2008,0.440836846828461,0.333470612764359,3.75,"45",98,"ALB"
"38",4,2009,0.671398937702179,0.571020185947418,3.95,"39",79,"ALB"
"39",4,2010,-0.424175053834915,-0.533498466014862,2.02,"85",168,"ALB"
"40",4,2011,-0.367793828248978,-0.378703981637955,2.08,"80",151,"ALB"
"41",4,2012,-0.345828324556351,-0.343161433935165,2.25,"82",151,"ALB"
"42",4,2013,-0.418615579605103,-0.503155469894409,2.21,"85",164,"ALB"
"43",4,2014,-0.412180423736572,-0.504058480262756,1.83,"82",165,"ALB"
"44",4,2015,-0.510838806629181,-0.498986631631851,2.67,"88",162,"ALB"
"45",4,2016,-0.478577196598053,-0.50183492898941,3.73,"86",160,"ALB"
"46",4,2017,-0.288838654756546,-0.352235794067383,3.31,"78",155,"ALB"
"47",7,1995,-0.21004194021225,-0.0803118944168091,NA,"70",115,"ARE"
"48",7,1996,-0.322793245315552,-0.157919451594353,NA,"78",119,"ARE"
"49",7,1997,-0.387259304523468,-0.0242850687354803,NA,"79",114,"ARE"
"50",7,1998,-0.216628268361092,-0.26590621471405,NA,"72",125,"ARE"
"51",7,1999,-0.286905884742737,-0.065885104238987,NA,"74",116,"ARE"
"52",7,2000,-0.494648337364197,-0.427770286798477,NA,"86",147,"ARE"
"53",7,2001,-0.344013392925262,-0.205591842532158,NA,"78",140,"ARE"
"54",7,2002,-0.177929624915123,-0.194820031523705,NA,"76",137,"ARE"
"55",7,2003,-0.0455669164657593,-0.243629589676857,NA,"64",141,"ARE"
"56",7,2004,-0.171983793377876,-0.113359868526459,1.93,"71",130,"ARE"
"57",7,2005,-0.291053295135498,0.0992911532521248,1.73,"73",113,"ARE"
"58",7,2006,-0.296191364526749,-0.195982068777084,1.88,"77",138,"ARE"
"59",7,2007,-0.326550424098969,-0.109346896409988,1.98,"76",127,"ARE"
"60",7,2008,-0.483342289924622,-0.447261571884155,2.19,"86",160,"ARE"
"61",7,2009,-0.351708710193634,-0.156435236334801,2.59,"81",133,"ARE"
"62",7,2010,-0.168184220790863,0.0394596830010414,2.78,"70",121,"ARE"
"63",7,2011,-0.183033615350723,-0.0154852643609047,2.95,"70",122,"ARE"
"64",7,2012,-0.242905676364899,0.166202172636986,2.28,"76",113,"ARE"
"65",7,2013,-0.155636161565781,0.0737629532814026,2.71,"71",117,"ARE"
"66",7,2014,0.0225654616951942,0.157939612865448,2.16,"61",110,"ARE"
"67",7,2015,-0.208188772201538,0.183907508850098,2.41,"72",110,"ARE"
"68",7,2016,-0.0391847304999828,0.0974445790052414,2.88,"64",118,"ARE"
"69",7,2017,0.0574925467371941,0.247848376631737,0.9,"60",104,"ARE"
"70",8,1995,0.189550995826721,0.298834264278412,NA,"53",89,"ARG"
"71",8,1996,0.0861574336886406,0.214626088738441,NA,"58",91,"ARG"
"72",8,1997,0.118876852095127,0.299208760261536,NA,"58",87,"ARG"
"73",8,1998,0.0750407576560974,0.278139799833298,NA,"57",90,"ARG"
"74",8,1999,0.123117126524448,0.460888773202896,NA,"55",69,"ARG"
"75",8,2000,0.136560454964638,0.418228387832642,NA,"54",88,"ARG"
"76",8,2001,0.0913767442107201,0.264853537082672,NA,"58",95,"ARG"
"77",8,2002,0.030762568116188,0.254181981086731,NA,"59",99,"ARG"
"78",8,2003,0.029911395162344,0.295682400465012,NA,"61",89,"ARG"
"79",8,2004,0.00314272497780621,0.290333718061447,3.51,"59",92,"ARG"
"80",8,2005,0.157657876610756,0.39191660284996,3.71,"53",84,"ARG"
"81",8,2006,0.0280782617628574,0.331197381019592,3.43,"61",95,"ARG"
"82",8,2007,-0.0236627925187349,0.173452541232109,3.31,"62",112,"ARG"
"83",8,2008,0.0903461277484894,0.240198120474815,3.26,"61",102,"ARG"
"84",8,2009,0.0930278599262238,0.223671913146973,3.3,"60",107,"ARG"
"85",8,2010,0.0454804673790932,0.282713979482651,3.14,"60",98,"ARG"
"86",8,2011,0.0385374501347542,0.257712602615356,2.95,"63",97,"ARG"
"87",8,2012,-0.0129467500373721,0.187222540378571,3.01,"66",108,"ARG"
"88",8,2013,0.0609714239835739,0.221765860915184,2.84,"60",103,"ARG"
"89",8,2014,-0.0153101217001677,0.16897776722908,2.86,"63",107,"ARG"
"90",8,2015,-0.0640340074896812,0.130495235323906,3.76,"64",117,"ARG"
"91",8,2016,-0.26330703496933,-0.0584061965346336,3.74,"77",126,"ARG"
"92",8,2017,-0.156561002135277,-0.0244046431034803,2.44,"72",127,"ARG"
"93",9,1995,0.0573068335652351,0.467553615570068,NA,"59",71,"ARM"
"94",9,1996,0.716230869293213,0.654108703136444,NA,"31",58,"ARM"
"95",9,1997,0.767042100429535,1.09974563121796,NA,"27",29,"ARM"
"96",9,1998,0.928052365779877,0.890114307403564,NA,"24",41,"ARM"
"97",9,1999,0.455346941947937,0.510980844497681,NA,"38",65,"ARM"
"98",9,2000,0.665582001209259,0.955309987068176,NA,"31",44,"ARM"
"99",9,2001,0.472347319126129,0.738572895526886,NA,"39",58,"ARM"
"100",9,2002,0.619851768016815,0.662115871906281,NA,"32",57,"ARM"
"101",9,2003,0.306869387626648,0.487192392349243,NA,"44",78,"ARM"
"102",9,2004,0.417575716972351,0.693351328372955,NA,"42",56,"ARM"
"103",9,2005,0.0732348784804344,0.43087300658226,NA,"56",81,"ARM"
"104",9,2006,-0.142840102314949,0.146051988005638,NA,"69",111,"ARM"
"105",9,2007,0.623425781726837,0.672295868396759,NA,"42",70,"ARM"
"106",9,2008,0.334163069725037,0.394181072711945,NA,"50",92,"ARM"
"107",9,2009,0.201103165745735,0.200942486524582,NA,"54",110,"ARM"
"108",9,2010,-0.0565813183784485,0.103264234960079,NA,"64",115,"ARM"
"109",9,2011,0.252648442983627,0.471559017896652,NA,"50",85,"ARM"
"110",9,2012,0.434837967157364,0.468661218881607,NA,"44",86,"ARM"
"111",9,2013,-0.121301792562008,0.00566892605274916,NA,"70",121,"ARM"
"112",9,2014,-0.108349449932575,-0.0936089679598808,NA,"68",126,"ARM"
"113",9,2015,-0.257014185190201,0.0559278503060341,NA,"77",123,"ARM"
"114",9,2016,-0.031715240329504,0.0658025667071342,NA,"63",120,"ARM"
"115",9,2017,-0.41643613576889,-0.150144562125206,4.17,"85",138,"ARM"
"116",14,1995,0.0640007182955742,0.429004937410355,NA,"58",75,"AUS"
"117",14,1996,0.0588354654610157,0.365785539150238,NA,"60",77,"AUS"
"118",14,1997,-0.0943660885095596,0.384523391723633,NA,"65",75,"AUS"
"119",14,1998,0.0144790606573224,0.404539316892624,NA,"61",74,"AUS"
"120",14,1999,-0.0214122217148542,0.317685902118683,NA,"61",84,"AUS"
"121",14,2000,-0.0303629003465176,0.26033741235733,NA,"64",101,"AUS"
"122",14,2001,-0.12933760881424,0.247394606471062,NA,"71",98,"AUS"
"123",14,2002,-0.108400389552116,0.180752381682396,NA,"70",105,"AUS"
"124",14,2003,-0.102667935192585,0.281892031431198,NA,"68",91,"AUS"
"125",14,2004,-0.259549885988235,0.121998101472855,2.32,"75",106,"AUS"
"126",14,2005,-0.1353679895401,0.125707134604454,2.02,"66",111,"AUS"
"127",14,2006,-0.159033805131912,-0.0126127824187279,2.11,"70",123,"AUS"
"128",14,2007,-0.193237408995628,0.0184326600283384,1.88,"70",118,"AUS"
"129",14,2008,-0.446832716464996,-0.212989866733551,1.43,"84",139,"AUS"
"130",14,2009,-0.484119564294815,-0.244779914617538,1.43,"84",142,"AUS"
"131",14,2010,-0.371299028396606,-0.283759236335754,1.52,"80",147,"AUS"
"132",14,2011,-0.332558035850525,-0.1307682543993,1.29,"78",132,"AUS"
"133",14,2012,-0.507999122142792,-0.274247735738754,1.18,"90",144,"AUS"
"134",14,2013,-0.569413423538208,-0.37598380446434,1.28,"89",150,"AUS"
"135",14,2014,-0.515778481960297,-0.365586549043655,1.07,"90",152,"AUS"
"136",14,2015,-0.50140655040741,-0.346622735261917,2.41,"86",155,"AUS"
"137",14,2016,-0.538945972919464,-0.240668788552284,2.07,"89",142,"AUS"
"138",14,2017,-0.600149154663086,-0.475235819816589,2.17,"93",164,"AUS"
"139",15,1995,2.04343223571777,1.94222819805145,NA,"6",6,"AUT"
"140",15,1996,2.01142764091492,1.86008882522583,NA,"5",6,"AUT"
"141",15,1997,1.9160498380661,1.87888014316559,NA,"7",7,"AUT"
"142",15,1998,1.89022731781006,1.86832523345947,NA,"8",8,"AUT"
"143",15,1999,1.86536753177643,1.87726247310638,NA,"8",9,"AUT"
"144",15,2000,1.89334833621979,1.88991212844849,NA,"8",8,"AUT"
"145",15,2001,1.9284108877182,1.84398078918457,NA,"6",8,"AUT"
"146",15,2002,1.86726629734039,1.84519135951996,NA,"8",8,"AUT"
"147",15,2003,1.93424081802368,1.85143911838531,NA,"7",8,"AUT"
"148",15,2004,1.96339082717896,1.81315767765045,2.95,"5",8,"AUT"
"149",15,2005,1.88351607322693,1.80495190620422,2.58,"6",6,"AUT"
"150",15,2006,1.73575603961945,1.73477053642273,2.44,"7",6,"AUT"
"151",15,2007,1.82743906974792,1.76084613800049,2.03,"6",6,"AUT"
"152",15,2008,1.74234533309937,1.65124404430389,1.68,"5",8,"AUT"
"153",15,2009,1.76460564136505,1.66780579090118,1.77,"7",8,"AUT"
"154",15,2010,1.81816148757935,1.7112694978714,1.85,"5",11,"AUT"
"155",15,2011,1.75023722648621,1.68408262729645,1.84,"7",14,"AUT"
"156",15,2012,1.724445104599,1.59276127815247,1.71,"7",14,"AUT"
"157",15,2013,1.78559851646423,1.66620218753815,1.78,"6",13,"AUT"
"158",15,2014,1.74133014678955,1.66148567199707,1.66,"6",11,"AUT"
"159",15,2015,1.7773289680481,1.71000325679779,2.15,"7",9,"AUT"
"160",15,2016,1.70819401741028,1.70246589183807,2.84,"7",11,"AUT"
"161",15,2017,1.70594680309296,1.69283843040466,2.41,"7",10,"AUT"
"162",16,1995,-0.0659460574388504,0.0969944894313812,NA,"64",106,"AZE"
"163",16,1996,0.0516679771244526,0.400620877742767,NA,"61",76,"AZE"
"164",16,1997,0.20699006319046,0.449457406997681,NA,"53",71,"AZE"
"165",16,1998,0.506224930286407,0.368572056293488,NA,"37",79,"AZE"
"166",16,1999,-0.248159542679787,-0.181313842535019,NA,"69",121,"AZE"
"167",16,2000,-0.384446263313293,-0.130908831954002,NA,"79",127,"AZE"
"168",16,2001,-0.666589856147766,-0.555791974067688,NA,"99",162,"AZE"
"169",16,2002,-0.372990936040878,-0.404272049665451,NA,"81",158,"AZE"
"170",16,2003,-0.664055049419403,-0.387304067611694,NA,"96",154,"AZE"
"171",16,2004,-0.641122221946716,-0.265083461999893,3.25,"96",144,"AZE"
"172",16,2005,-1.03456616401672,-0.218279838562012,2.54,"116",141,"AZE"
"173",16,2006,-0.894095659255981,-0.460378646850586,2.18,"108",164,"AZE"
"174",16,2007,-1.31984162330627,-0.972475588321686,1.64,"124",196,"AZE"
"175",16,2008,-1.25503385066986,-0.840703666210175,1.67,"124",186,"AZE"
"176",16,2009,-1.53189027309418,-1.18849873542786,1.11,"129",210,"AZE"
"177",16,2010,-1.38737118244171,-1.02415943145752,1.34,"123",200,"AZE"
"178",16,2011,-1.59060657024384,-1.12935602664948,1.45,"127",211,"AZE"
"179",16,2012,-1.40012228488922,-0.898127138614655,1.41,"123",192,"AZE"
"180",16,2013,-1.13335263729095,-0.71927398443222,1.66,"116",178,"AZE"
"181",16,2014,-1.47765910625458,-1.08748722076416,1.55,"126",205,"AZE"
"182",16,2015,-0.85385137796402,-0.772842824459076,1.86,"106",185,"AZE"
"183",16,2016,-1.0300315618515,-0.788009226322174,2.02,"112",178,"AZE"
"184",16,2017,-1.46136617660522,-0.85324901342392,1.51,"127",184,"AZE"
"185",18,1995,1.59847509860992,1.57131361961365,NA,"11",11,"BEL"
"186",18,1996,1.56188809871674,1.58362758159637,NA,"11",11,"BEL"
"187",18,1997,1.49613130092621,1.47339832782745,NA,"12",12,"BEL"
"188",18,1998,1.49325311183929,1.5048907995224,NA,"14",12,"BEL"
"189",18,1999,1.43812727928162,1.49722158908844,NA,"15",14,"BEL"
"190",18,2000,1.36579346656799,1.39758861064911,NA,"15",16,"BEL"
"191",18,2001,1.39092350006104,1.40874409675598,NA,"16",21,"BEL"
"192",18,2002,1.44266450405121,1.44383871555328,NA,"14",20,"BEL"
"193",18,2003,1.3602043390274,1.34055233001709,NA,"17",19,"BEL"
"194",18,2004,1.25574660301208,1.37092745304108,3.14,"19",20,"BEL"
"195",18,2005,1.24141705036163,1.24078929424286,3.01,"21",28,"BEL"
"196",18,2006,1.21369683742523,1.20874834060669,2.75,"22",32,"BEL"
"197",18,2007,1.22864174842834,1.33723556995392,2.65,"20",25,"BEL"
"198",18,2008,1.24341559410095,1.30962467193604,2.58,"19",22,"BEL"
"199",18,2009,1.18238532543182,1.27114570140839,2.48,"19",26,"BEL"
"200",18,2010,1.20256912708282,1.19478523731232,2.65,"20",28,"BEL"
"201",18,2011,1.21559464931488,1.26059257984161,2.61,"19",30,"BEL"
"202",18,2012,1.13569343090057,1.15022552013397,2.66,"20",29,"BEL"
"203",18,2013,1.17782354354858,1.30130183696747,2.62,"20",22,"BEL"
"204",18,2014,1.23540532588959,1.27251064777374,2.61,"19",26,"BEL"
"205",18,2015,1.19943273067474,1.23685991764069,3.14,"20",25,"BEL"
"206",18,2016,1.2133469581604,1.211310505867,3.67,"20",29,"BEL"
"207",18,2017,1.16219830513,1.20122003555298,2.68,"23",26,"BEL"
"208",21,1995,-0.655252814292908,-0.92488306760788,NA,"93",183,"BFA"
"209",21,1996,-0.748837351799011,-0.912948906421661,NA,"96",173,"BFA"
"210",21,1997,-0.636309802532196,-0.90800541639328,NA,"91",171,"BFA"
"211",21,1998,-0.883499205112457,-1.18695998191833,NA,"106",189,"BFA"
"212",21,1999,-0.809305787086487,-0.895408511161804,NA,"105",177,"BFA"
"213",21,2000,-0.0406193695962429,-0.0887778326869011,NA,"66",121,"BFA"
"214",21,2001,-0.0664584189653397,-0.248055472970009,NA,"67",141,"BFA"
"215",21,2002,-0.658588051795959,-0.590033769607544,NA,"94",166,"BFA"
"216",21,2003,-0.861848831176758,-0.975419163703918,NA,"105",197,"BFA"
"217",21,2004,-0.939604222774506,-1.12435066699982,NA,"111",201,"BFA"
"218",21,2005,-1.38975834846497,-1.4192761182785,NA,"123",214,"BFA"
"219",21,2006,-0.878537178039551,-0.962228298187256,NA,"106",197,"BFA"
"220",21,2007,-0.974761545658112,-0.906895101070404,NA,"112",192,"BFA"
"221",21,2008,-1.21244561672211,-1.13886761665344,NA,"121",212,"BFA"
"222",21,2009,-1.21938145160675,-1.27087271213531,NA,"121",214,"BFA"
"223",21,2010,-0.586736142635345,-0.478901416063309,NA,"92",165,"BFA"
"224",21,2011,-1.16408979892731,-1.60980093479156,NA,"121",229,"BFA"
"225",21,2012,-1.44454121589661,-1.41229450702667,NA,"125",220,"BFA"
"226",21,2013,-0.851966023445129,-1.23639738559723,NA,"105",210,"BFA"
"227",21,2014,-0.937394142150879,-1.03864181041718,NA,"109",197,"BFA"
"228",21,2015,-0.774563252925873,-1.19940626621246,NA,"100",206,"BFA"
"229",21,2016,-1.37439465522766,-1.53347587585449,NA,"126",223,"BFA"
"230",21,2017,-1.73852157592773,-1.83071708679199,3.52,"131",230,"BFA"
"231",22,1995,-0.753451108932495,-1.10264647006989,NA,"101",193,"BGD"
"232",22,1996,-0.814170360565186,-1.06492233276367,NA,"102",183,"BGD"
"233",22,1997,-0.6932093501091,-1.05100893974304,NA,"95",184,"BGD"
"234",22,1998,-0.792300939559937,-1.07403421401978,NA,"103",184,"BGD"
"235",22,1999,-0.933848321437836,-1.31759905815125,NA,"110",197,"BGD"
"236",22,2000,-0.920891642570496,-1.11365103721619,NA,"113",203,"BGD"
"237",22,2001,-0.878052771091461,-1.10884976387024,NA,"108",204,"BGD"
"238",22,2002,-1.00952911376953,-1.20245766639709,NA,"113",206,"BGD"
"239",22,2003,-1.2286616563797,-1.21323692798615,NA,"121",210,"BGD"
"240",22,2004,-1.07974636554718,-1.20506048202515,3.1,"118",206,"BGD"
"241",22,2005,-0.925269663333893,-1.08814227581024,3.32,"112",200,"BGD"
"242",22,2006,-0.744894206523895,-0.902459383010864,3.24,"96",192,"BGD"
"243",22,2007,-0.61671906709671,-0.960883796215057,3.44,"94",195,"BGD"
"244",22,2008,-0.634283542633057,-0.868096470832825,3.27,"93",187,"BGD"
"245",22,2009,-0.726150393486023,-1.03805351257324,3.14,"96",200,"BGD"
"246",22,2010,-0.749707937240601,-1.00732636451721,3.01,"99",198,"BGD"
"247",22,2011,-0.811437487602234,-1.08606719970703,3.25,"103",205,"BGD"
"248",22,2012,-0.743115425109863,-0.97102963924408,3.41,"100",196,"BGD"
"249",22,2013,-0.801439166069031,-1.08674466609955,3.24,"103",202,"BGD"
"250",22,2014,-0.818647623062134,-1.07617509365082,3.27,"104",203,"BGD"
"251",22,2015,-0.837029933929443,-0.880818545818329,2.82,"103",189,"BGD"
"252",22,2016,-0.806361079216003,-1.03919732570648,4.08,"96",201,"BGD"
"253",22,2017,-0.851344108581543,-0.903654098510742,3.5,"104",190,"BGD"
"254",23,1995,0.364153772592545,0.434818387031555,NA,"46",74,"BGR"
"255",23,1996,0.543208658695221,0.560049891471863,NA,"36",63,"BGR"
"256",23,1997,0.536063134670258,0.50086522102356,NA,"34",65,"BGR"
"257",23,1998,0.538780510425568,0.405920535326004,NA,"35",73,"BGR"
"258",23,1999,0.43637678027153,0.319642633199692,NA,"39",83,"BGR"
"259",23,2000,0.420430421829224,0.392741352319717,NA,"40",89,"BGR"
"260",23,2001,0.504232406616211,0.413593500852585,NA,"38",81,"BGR"
"261",23,2002,0.465577751398087,0.389439761638641,NA,"38",83,"BGR"
"262",23,2003,0.461071312427521,0.411058634519577,NA,"40",82,"BGR"
"263",23,2004,0.402225166559219,0.354481011629105,3.22,"45",90,"BGR"
"264",23,2005,0.464404970407486,0.376670867204666,3.24,"43",86,"BGR"
"265",23,2006,0.502058982849121,0.46192392706871,3.15,"44",80,"BGR"
"266",23,2007,0.495074033737183,0.431867986917496,3.29,"45",89,"BGR"
"267",23,2008,0.478497356176376,0.458162009716034,3.03,"44",87,"BGR"
"268",23,2009,0.5133176445961,0.413518726825714,2.98,"43",90,"BGR"
"269",23,2010,0.557329535484314,0.535086274147034,3.24,"43",78,"BGR"
"270",23,2011,0.650031685829163,0.496653497219086,3.19,"39",82,"BGR"
"271",23,2012,0.571056842803955,0.55598396062851,3.22,"42",79,"BGR"
"272",23,2013,0.635486483573914,0.549292683601379,3.29,"37",77,"BGR"
"273",23,2014,0.623369932174683,0.571441292762756,3.19,"39",75,"BGR"
"274",23,2015,0.541643381118774,0.516050755977631,3.68,"41",80,"BGR"
"275",23,2016,0.595042288303375,0.565586507320404,4.79,"40",76,"BGR"
"276",23,2017,0.622919678688049,0.563015401363373,1.96,"40",79,"BGR"
"277",24,1995,-0.318485617637634,-0.274340361356735,NA,"77",135,"BHR"
"278",24,1996,-0.293407142162323,-0.0705492496490479,NA,"76",110,"BHR"
"279",24,1997,-0.544324398040771,-0.109322890639305,NA,"82",116,"BHR"
"280",24,1998,-0.309353321790695,0.0294883996248245,NA,"75",110,"BHR"
"281",24,1999,-0.311860650777817,-0.0233379453420639,NA,"76",110,"BHR"
"282",24,2000,-0.166783139109612,-0.207980558276176,NA,"73",133,"BHR"
"283",24,2001,-0.0157738607376814,-0.0183258708566427,NA,"65",119,"BHR"
"284",24,2002,-0.17488756775856,-0.0415374860167503,NA,"75",123,"BHR"
"285",24,2003,0.0281163770705462,0.055401973426342,NA,"62",113,"BHR"
"286",24,2004,-0.351723045110703,-0.0955703258514404,NA,"80",124,"BHR"
"287",24,2005,-0.195508316159248,0.285298943519592,NA,"69",93,"BHR"
"288",24,2006,0.0867335721850395,0.362651377916336,NA,"56",93,"BHR"
"289",24,2007,-0.0738258510828018,0.396405875682831,NA,"65",92,"BHR"
"290",24,2008,0.0527612864971161,0.425002366304398,NA,"63",91,"BHR"
"291",24,2009,0.165556505322456,0.418005734682083,NA,"57",89,"BHR"
"292",24,2010,0.0166827812790871,0.384738147258759,NA,"62",87,"BHR"
"293",24,2011,-0.198568686842918,0.118500031530857,NA,"71",113,"BHR"
"294",24,2012,0.0906004905700684,0.361199885606766,NA,"58",93,"BHR"
"295",24,2013,0.376172780990601,0.46787029504776,NA,"47",88,"BHR"
"296",24,2014,0.0839071348309517,0.21877983212471,NA,"59",99,"BHR"
"297",24,2015,0.229480177164078,0.251948326826096,NA,"49",104,"BHR"
"298",24,2016,0.116349011659622,0.21691507101059,NA,"59",106,"BHR"
"299",24,2017,0.00642439536750317,0.270924538373947,3.79,"61",100,"BHR"
"300",26,1995,0.35484105348587,0.254422664642334,NA,"48",91,"BIH"
"301",26,1996,0.639536082744598,0.71899026632309,NA,"33",52,"BIH"
"302",26,1997,0.52801775932312,0.530389428138733,NA,"35",63,"BIH"
"303",26,1998,0.429417669773102,0.28853040933609,NA,"38",88,"BIH"
"304",26,1999,0.458975940942764,0.418365448713303,NA,"37",75,"BIH"
"305",26,2000,0.213228195905685,0.260547578334808,NA,"50",100,"BIH"
"306",26,2001,0.29689821600914,0.255039662122726,NA,"46",97,"BIH"
"307",26,2002,0.240555390715599,0.264866471290588,NA,"49",97,"BIH"
"308",26,2003,0.257354348897934,0.242180287837982,NA,"46",97,"BIH"
"309",26,2004,0.485750466585159,0.409671634435654,3.1,"38",84,"BIH"
"310",26,2005,0.493762791156769,0.291765749454498,3.12,"40",92,"BIH"
"311",26,2006,0.566168546676636,0.411454945802689,3.21,"43",87,"BIH"
"312",26,2007,0.660381317138672,0.48267138004303,3.35,"40",86,"BIH"
"313",26,2008,0.638038277626038,0.514801025390625,3.35,"40",80,"BIH"
"314",26,2009,0.659216105937958,0.579646706581116,3.38,"41",77,"BIH"
"315",26,2010,0.61835390329361,0.494626998901367,3.37,"39",80,"BIH"
"316",26,2011,0.70139092206955,0.442804127931595,3.51,"37",86,"BIH"
"317",26,2012,0.619984149932861,0.508123755455017,3.41,"40",81,"BIH"
"318",26,2013,0.703838407993317,0.470994830131531,3.44,"36",87,"BIH"
"319",26,2014,0.681158006191254,0.532486259937286,3.44,"36",80,"BIH"
"320",26,2015,0.587680280208588,0.449700385332108,3.65,"38",87,"BIH"
"321",26,2016,0.704954087734222,0.475749224424362,4.75,"36",87,"BIH"
"322",26,2017,0.654474139213562,0.487528651952744,4.12,"36",82,"BIH"
"323",28,1995,0.49536120891571,0.590958654880524,NA,"33",59,"BLR"
"324",28,1996,0.820912837982178,0.759446263313293,NA,"26",46,"BLR"
"325",28,1997,0.70890599489212,0.616082191467285,NA,"29",56,"BLR"
"326",28,1998,1.06253492832184,0.914934635162354,NA,"20",37,"BLR"
"327",28,1999,0.826854646205902,0.778293907642365,NA,"26",47,"BLR"
"328",28,2000,0.773659765720367,0.697646975517273,NA,"26",60,"BLR"
"329",28,2001,0.816230356693268,0.798981249332428,NA,"27",55,"BLR"
"330",28,2002,0.920575678348541,0.902110755443573,NA,"26",44,"BLR"
"331",28,2003,0.944526672363281,0.90035343170166,NA,"25",49,"BLR"
"332",28,2004,0.982785940170288,0.890534222126007,4.04,"26",48,"BLR"
"333",28,2005,0.990055441856384,0.930522382259369,3.96,"25",48,"BLR"
"334",28,2006,0.873673141002655,0.945721089839935,3.77,"27",48,"BLR"
"335",28,2007,1.01807498931885,1.02668654918671,3.76,"22",40,"BLR"
"336",28,2008,0.966442584991455,1.02067744731903,3.49,"27",38,"BLR"
"337",28,2009,1.06812381744385,1.00792264938354,3.59,"22",43,"BLR"
"338",28,2010,1.00827443599701,0.967466652393341,3.58,"26",43,"BLR"
"339",28,2011,0.930038750171661,0.875243961811066,3.58,"31",51,"BLR"
"340",28,2012,1.05740892887115,1.09682738780975,3.59,"23",35,"BLR"
"341",28,2013,1.13892638683319,1.03003859519958,3.67,"22",41,"BLR"
"342",28,2014,0.854854941368103,0.806220054626465,3.3,"31",58,"BLR"
"343",28,2015,0.809579789638519,0.698630034923553,3.21,"31",66,"BLR"
"344",28,2016,0.865685641765594,0.75922966003418,4.67,"29",66,"BLR"
"345",28,2017,0.930091559886932,0.860821604728699,4.45,"29",57,"BLR"
"346",31,1995,-0.475445657968521,-0.45076447725296,NA,"84",150,"BOL"
"347",31,1996,-0.501858055591583,-0.56817752122879,NA,"84",148,"BOL"
"348",31,1997,-0.820917308330536,-0.662439167499542,NA,"101",154,"BOL"
"349",31,1998,-0.475678592920303,-0.572329163551331,NA,"87",149,"BOL"
"350",31,1999,-0.47936150431633,-0.472854733467102,NA,"88",145,"BOL"
"351",31,2000,-0.367418587207794,-0.584566712379456,NA,"78",163,"BOL"
"352",31,2001,-0.57737147808075,-0.683956146240234,NA,"92",174,"BOL"
